city,countryId,createDate,createdBy,lastUpdate,lastUpdateBy
Xiangcunxiang,668,3/24/2023,stordoffij,5/4/2023,jpardyij
Karamat,669,10/12/2022,gnormingtonik,9/4/2023,aellowayik
Chasŏng,670,7/1/2023,acromblehomeil,8/27/2023,ablesingil
Krajan,671,2/4/2023,vdumphryim,12/20/2022,odelcastelim
Tunzhai,672,6/8/2023,gsewterin,1/6/2023,rpiscopielloin
Suban,673,9/19/2023,jvangiffenio,5/26/2023,lenzleyio
Jindřichov,674,11/8/2022,sfranzonettiip,4/13/2023,bleaburnip
Marseille,675,7/30/2023,rfreakeiq,9/1/2023,cvancasseliq
Shawnee Mission,676,5/7/2023,lvautreyir,12/26/2022,bpenhaligonir
Šibenik,677,9/19/2023,hgrandhamis,10/18/2022,dsansburyis
Pujijie,678,4/20/2023,lgabbottsit,5/19/2023,ihoudmontit
Guadalupe,679,2/11/2023,dtebbutiu,4/8/2023,tstainesiu
Dakoutun,680,11/26/2022,agregolettiiv,1/14/2023,mlowateriv
Siewierz,681,4/8/2023,bhawsiw,8/13/2023,tdoubleiw
Sulbiny Górne,682,3/14/2023,pgerbiix,8/29/2023,bchansonnauix
Al Karmil,683,9/20/2023,eheyburniy,1/11/2023,msambrokiy
Tisno,684,12/8/2022,ashobbrookiz,8/27/2023,ftenauntiz
Pergamos,685,7/10/2023,bindj0,4/6/2023,atreadgoldj0
Aguaí,686,6/4/2023,disoldij1,11/2/2022,eloosemorej1
Rambouillet,687,1/23/2023,stidburyj2,3/13/2023,mdominicaccij2
Masty,688,10/17/2022,mcopcottj3,11/25/2022,mchicchellij3
Sicaya,689,12/15/2022,rresunj4,9/12/2023,floisij4
Pasadena,690,4/19/2023,lcowtonj5,12/26/2022,nprisleyj5
Komendantsky aerodrom,691,5/31/2023,mvolkej6,1/29/2023,dsikorskij6
Zapolyarnyy,692,12/3/2022,vlarvinj7,4/28/2023,awomackj7
Zagreb - Centar,693,12/10/2022,lcrudenj8,12/12/2022,slinggoodj8
Uthai Thani,694,3/27/2023,dfuchsj9,11/12/2022,adautryj9
Gœsdorf,695,11/19/2022,stwitchingsja,3/25/2023,afranzettoinija
Dāngām,696,4/3/2023,lcarseyjb,4/9/2023,edoryjb
Diawara,697,7/21/2023,jmuneelyjc,11/9/2022,asorreljc
Babura,698,8/31/2023,lkinceyjd,1/10/2023,tgeallejd
Vale,699,10/22/2022,nkieldje,10/10/2022,ghardakerje
Älvsjö,700,12/30/2022,hnayerjf,7/18/2023,ltookilljf
Jiuquan,701,6/8/2023,zhalpinejg,3/20/2023,kstackbridgejg
Mlowo,702,10/24/2022,fbrettjh,8/24/2023,aboadbyjh
Östersund,703,10/31/2022,gbaudyji,10/12/2022,nelijahji
Lijie,704,7/14/2023,wporttjj,7/31/2023,gheinlejj
Āl Ma‘ūdah,705,11/22/2022,tbutcherjk,8/19/2023,rbrailsfordjk
Bordeaux,706,12/10/2022,fdonnellyjl,12/15/2022,gowbrickjl
San Jose,707,10/9/2022,cbollinijm,9/23/2023,jfeakjm
Qianxu Zhen,708,12/22/2022,mhackeyjn,6/25/2023,wbleakleyjn
Białobrzegi,709,11/1/2022,zmitrikhinjo,6/28/2023,tgoftonjo
Abilay,710,12/28/2022,kweissjp,11/29/2022,gperkisjp
Palca,711,10/7/2022,kprobynjq,1/22/2023,kjanjicjq
Marcara,712,10/31/2022,ssurgenorjr,8/28/2023,amcgarvajr
Zarichchya,713,11/12/2022,sshortelljs,4/21/2023,dbartlesjs
Antanifotsy,714,2/7/2023,bmacdermottjt,5/18/2023,wrosenbladjt
Shinjō,715,8/28/2023,mrhoddieju,9/20/2023,bharringtonju
Tanjungbatu,716,10/19/2022,jkinleysidejv,11/4/2022,hseamarkejv
Winter Haven,717,6/30/2023,lbachelorjw,6/15/2023,bgebbiejw
Kladi,718,12/31/2022,hborrettjx,1/3/2023,btolworthiejx
Rēzekne,719,5/9/2023,jbradberryjy,2/13/2023,agilhouleyjy
Itsandzéni,720,6/25/2023,tleifjz,8/4/2023,bkrammerjz
Bueng Samakkhi,721,1/11/2023,cfrowdek0,2/16/2023,sburdessk0
Eido,722,5/3/2023,iboyettk1,6/15/2023,thucklesbyk1
Malapaubhara,723,4/26/2023,cfellk2,7/5/2023,mgronauerk2
Bulangan,724,7/24/2023,spattissonk3,6/24/2023,sdearlepalserk3
Xintai,725,9/18/2023,melmerk4,7/23/2023,cworttk4
Bryukhovychi,726,10/14/2022,nmaasek5,1/8/2023,psylvesterk5
Katav-Ivanovsk,727,7/17/2023,cnailek6,5/31/2023,jfairweatherk6
Anfu,728,5/28/2023,glippittk7,8/22/2023,sspellesyk7
Rive-de-Gier,729,5/2/2023,cpenhalurickk8,8/28/2023,spithiek8
Marmárion,730,12/9/2022,pbernadek9,4/28/2023,eknivetonk9
Rahama,731,4/9/2023,cskeldingeka,2/27/2023,amccarlieka
Veinticinco de Mayo,732,9/1/2023,wmurdykb,2/27/2023,psheildskb
Mangqu,733,6/24/2023,einoldkc,10/1/2023,cmorgonkc
Hamburg,734,12/6/2022,rgippeskd,1/23/2023,candreacciokd
Chimbote,735,1/21/2023,wnorthallke,8/15/2023,hkuneske
Lao Suea Kok,736,7/7/2023,rlightkf,10/25/2022,amacgillivraykf
Niort,737,6/23/2023,ovankinkg,4/22/2023,emewburnkg
Xinsheng,738,3/12/2023,hfairleighkh,2/7/2023,akunzelmannkh
Yakovlevo,739,11/21/2022,emudieki,9/4/2023,ltethcoteki
Al Matūn,740,5/5/2023,nplewskj,1/22/2023,lleteurtrekj
København,741,5/22/2023,cmanlowkk,1/23/2023,rthunnercliffkk
Varberg,742,4/7/2023,dschutterkl,4/16/2023,esawardkl
Xinxu,743,6/9/2023,pshepherdkm,12/19/2022,dblincowekm
Atlanta,744,7/7/2023,hlouthkn,3/8/2023,pluckenkn
Pilang,745,1/5/2023,bwilliamsonko,6/25/2023,akobierako
Solnechnoye,746,9/3/2023,fcrackelkp,10/18/2022,efredikp
Anding,747,8/1/2023,efarnillkq,8/19/2023,vmccomiskiekq
Limboto,748,12/28/2022,htolomiokr,1/2/2023,gsemkenkr
Thiais,749,5/9/2023,wtessingtonks,5/28/2023,fhardesks
Changting,750,4/3/2023,wallsoppkt,3/27/2023,rhockellkt
Shaykh al Ḩadīd,751,6/23/2023,sscotchbourougeku,10/14/2022,bnorwayku
Bangan-Oda,752,8/26/2023,dheiskv,9/10/2023,rtownekv
Zhifudao,753,7/29/2023,gwudelandkw,7/5/2023,wfrounkskw
Bununu Dass,754,9/9/2023,dbretherickkx,7/11/2023,vlornekx
Domaradz,755,10/10/2022,dwolfersky,2/9/2023,brenachowskiky
Rosthern,756,4/28/2023,tmaciejakz,4/6/2023,gjermeykz
Ribeirinha,757,7/11/2023,ttwinningl0,11/14/2022,rgrimselll0
Daykitin,758,10/9/2022,etimbrelll1,5/20/2023,gcucheyl1
Kaduengang,759,5/9/2023,mtinghilll2,3/10/2023,rcreddonl2
Dajalorong,760,6/8/2023,sdelascyl3,1/17/2023,tdesbrowl3
Talibura,761,7/11/2023,jcraythornel4,4/28/2023,opandiel4
Impendle,762,10/11/2022,strevenul5,4/11/2023,byurinovl5
Nadi,763,4/24/2023,eoshieldsl6,2/1/2023,lsimantsl6
Lokwabe,764,5/1/2023,xgooderidgel7,11/23/2022,hheadlandl7
Yamaranguila,765,5/27/2023,abrackleyl8,12/1/2022,msessionsl8
Concepcion,766,5/29/2023,shaiselll9,2/15/2023,msalamonl9
Ishinomaki,767,8/2/2023,lpetrenla,11/7/2022,bseatonla
Kudanding,768,7/31/2023,eloddonlb,1/30/2023,glugsdinlb
Dërmënas,769,5/24/2023,tburchardlc,2/2/2023,crossanderlc
Sourotí,770,4/9/2023,mbaudichonld,3/5/2023,fjardinld
Albi,771,6/26/2023,bpaleyle,12/8/2022,lmeinle
Kukulu,772,7/9/2023,gcawthornelf,12/20/2022,mdietschelf
Aldeia,773,4/22/2023,tbenlg,12/13/2022,vbaxterlg
Haoyi,774,7/12/2023,spippinlh,4/1/2023,ebernadzkilh
Guiniculalay,775,1/26/2023,teverardli,8/19/2023,csauntonli
Ulaandel,776,9/3/2023,faverilllj,8/7/2023,wjaukoviclj
Xilin,777,6/4/2023,efookslk,2/10/2023,blaurentylk
Kameda-honchō,778,1/11/2023,lcosinll,12/14/2022,pdowniell
Beranci,779,2/12/2023,awrothamlm,3/8/2023,speppettlm
Ranilug,780,4/1/2023,afautleyln,4/2/2023,tgallawayln
George Town,781,12/29/2022,bhardawaylo,7/15/2023,cseerlo
Sembung,782,9/3/2023,ktrittonlp,6/23/2023,glunglp
Didian,783,12/13/2022,ldrabblelq,11/30/2022,mtinemanlq
Peachland,784,8/13/2023,mcrootelr,5/10/2023,rbloodworthelr
Eucaliptus,785,7/31/2023,rrenforthls,2/16/2023,cgilfoyls
Maria,786,2/2/2023,rbondarlt,12/8/2022,mwolfitlt
Portmore,787,10/13/2022,nkintonlu,3/16/2023,klamminamlu
Piraju,788,6/24/2023,tleipeltlv,12/31/2022,mhosierlv
Xiaolongmen,789,9/20/2023,mairtonlw,6/12/2023,cingremlw
Bang Mun Nak,790,11/24/2022,mhundelllx,8/23/2023,tfirbylx
Sifangxi,791,7/16/2023,bstothardly,4/16/2023,btrengrousely
Uyovu,792,2/14/2023,opurvesslz,7/27/2023,mmctrustrielz
Portão,793,12/6/2022,mlowersm0,9/7/2023,cpachmannm0
Ḩājī Khēl,794,8/25/2023,swabem1,2/21/2023,bbrimnerm1
Mencon,795,3/7/2023,mgiacobbinijacobm2,2/19/2023,nlouysm2
Akita,796,3/17/2023,gwarcupm3,9/1/2023,gheatleym3
San Lucas Tolimán,797,9/19/2023,bgaishm4,6/26/2023,bthamsm4
Jeremi,798,11/25/2022,dmorsonm5,7/31/2023,breinhardm5
Krajan Bejagung,799,9/25/2023,fbeynm6,4/10/2023,alamlinm6
Bagani,800,3/3/2023,ayeldm7,2/2/2023,mworwoodm7
Pasarkolot,801,1/13/2023,kbonsallm8,8/23/2023,sghidettim8
Dzhubga,802,11/26/2022,aofeeneym9,6/15/2023,bducrowm9
Nagoselo do Douro,803,3/20/2023,hcunnellma,10/21/2022,oraoulma
Cibaregbeg,804,6/19/2023,hbollinimb,10/4/2022,gpothburymb
Nīkshahr,805,11/14/2022,cmongenotmc,11/14/2022,msailmc
Baniachang,806,11/15/2022,cmacpadenemd,4/2/2023,ehopkynsmd
Guanzhuang,807,9/5/2023,mbielefeldme,5/5/2023,ebaillesme
Zasip,808,5/8/2023,kdeavesmf,4/18/2023,msheardownmf
Baltimore,809,10/5/2022,cskellonmg,6/13/2023,afalveymg
San Pedro,810,6/17/2023,pferniermh,8/7/2023,rpiechemh
Khāliş,811,5/4/2023,abowmi,12/25/2022,khouriganmi
Shuiyang,812,5/10/2023,msmorthitmj,7/18/2023,fstonebridgemj
Duas Igrejas,813,8/20/2023,atimberlakemk,12/26/2022,llawtiemk
Érd,814,2/3/2023,asleggml,6/30/2023,cstovellml
Elbasan,815,6/19/2023,dvooghtmm,1/30/2023,vrisbridgermm
Welchman Hall,816,5/18/2023,hyeomanmn,3/25/2023,dgreetmn
Al ‘Azīzīyah,817,1/26/2023,ckrugermo,9/4/2023,sbonallickmo
Laborie,818,7/27/2023,amcfatermp,3/11/2023,kjarrellmp
Mutengene,819,11/19/2022,dbaudainmq,12/4/2022,acominsmq
Barueri,820,12/22/2022,jmccartanmr,10/8/2022,ssnozzwellmr
Anbyŏn-ŭp,821,5/1/2023,dsandaverms,9/9/2023,wosipovms
Idvor,822,10/7/2022,ngirathsmt,10/28/2022,pjennensmt
Marília,823,9/7/2023,bhalfpennymu,5/29/2023,dbyronmu
Priupskiy,824,2/18/2023,awrightmv,2/8/2023,vlabbezmv
Saint-Jérôme,825,8/30/2023,dgorvettemw,3/31/2023,mizakoffmw
Hudong,826,4/7/2023,tmussingtonmx,2/6/2023,ldrablemx
Miaoshou,827,6/28/2023,ovogtmy,6/27/2023,iullyottmy
Magatos,828,8/16/2023,cmclewdmz,10/11/2022,qkoptamz
Bor Ondor,829,6/27/2023,wcornillin0,7/21/2023,kweitzeln0
Mengxi,830,12/14/2022,ascotlandn1,7/1/2023,gpharrown1
Beixinjie,831,10/27/2022,sfrostdickn2,1/29/2023,coheffernann2
Arias,832,6/23/2023,jeakenn3,7/7/2023,bbuzzan3
Thung Khru,833,3/7/2023,winchboardn4,3/26/2023,mchetwinn4
Banatski Dvor,834,12/30/2022,tromeron5,6/25/2023,vroseburghn5
Paty do Alferes,835,12/21/2022,cgatchelln6,10/14/2022,kcasan6
Sangongqiao,836,6/9/2023,ncockerilln7,7/12/2023,lmoattn7
Jianggao,837,8/26/2023,bklemken8,8/12/2023,igeraghtyn8
Matiao,838,5/27/2023,cpawlowiczn9,5/18/2023,mjosifovitzn9
Ouranoupolis,839,6/25/2023,gcoryna,3/22/2023,fpoolena
Ágios Spyrídon,840,6/6/2023,mmarvelleynb,1/22/2023,fcullnb
Estaca,841,8/23/2023,wgostykenc,3/7/2023,dcuddehync
Sukasenang,842,4/25/2023,bparadinend,8/27/2023,opellamonutennd
Hōjō,843,9/27/2023,bpesseltne,1/9/2023,kmcdowallne
Kuala Lumpur,844,1/30/2023,dmorillasnf,10/29/2022,rnovicnf
Zhigong,845,12/22/2022,rauldsng,6/10/2023,linoldng
São José de Mipibu,846,10/22/2022,calldreadnh,10/23/2022,bbendlenh
Dawangzhuang,847,2/7/2023,ayearneni,2/5/2023,iandreuttini
Oslo,848,1/6/2023,bkleinmannnj,10/18/2022,dsembernj
Kokologo,849,6/12/2023,ctrewnk,8/17/2023,madcocksnk
New Hyde Park,850,8/31/2023,mmcgeenl,8/23/2023,tnadinnl
Muaraenim,851,12/13/2022,skaremannm,2/5/2023,wcastelijnnm
Erniusuokou,852,10/2/2022,mschlaghnn,6/5/2023,abroadeynn
Helsingborg,853,8/1/2023,adareyno,6/3/2023,tpibornno
Richmond,854,2/5/2023,sduggannp,12/11/2022,taspinwallnp
Ljusdal,855,8/26/2023,resteveznq,2/12/2023,atilmouthnq
Nanniu,856,6/24/2023,tdurramnr,3/2/2023,kszymaniaknr
Tegalsari,857,1/3/2023,sezzlens,11/2/2022,ogathercolens
Las Toscas,858,7/26/2023,agirardonint,5/11/2023,bcharettent
San Rafael Abajo,859,1/30/2023,bbrusselsnu,1/3/2023,hleningnu
Dunkerque,860,5/25/2023,salfonsininv,1/25/2023,dtaggnv
Ravne,861,3/1/2023,hstanbronw,12/23/2022,jlightmannw
Mangge,862,4/9/2023,kdignallnx,3/11/2023,cberlingnx
Taranovskoye,863,1/10/2023,kdomenichelliny,6/28/2023,aklewiny
Houston,864,4/22/2023,kdavidounz,5/28/2023,tkleselnz
Fengyi,865,10/13/2022,kbickerstasseo0,12/26/2022,ldaudo0
San Roque,866,3/31/2023,rflavertyo1,6/19/2023,jgawthorpo1
Changqiao,867,2/18/2023,lvonsalzbergo2,2/20/2023,jpauelo2
Indramayu,868,8/13/2023,dalduso3,12/22/2022,ihuisono3
Sorocaba,869,11/17/2022,mlanfareo4,7/17/2023,dtenneyo4
Torres,870,9/16/2023,omacarthuro5,3/28/2023,dcasletto5
Matão,871,8/2/2023,gwasselino6,6/2/2023,ballpresso6
Rufino,872,2/10/2023,wmcgowno7,3/9/2023,tgleesono7
Qianzhou,873,9/6/2023,rdominichellio8,1/12/2023,dbrowero8
Nowe,874,7/1/2023,wpaasoo9,3/5/2023,gsailoro9
Fika,875,12/23/2022,eodreainoa,7/3/2023,spresideyoa
Matingain,876,6/24/2023,gcundeob,3/10/2023,nwaggettob
Bucay,877,8/17/2023,nfeehamoc,1/8/2023,fkinghamoc
Lavradio,878,10/4/2022,epodsod,8/2/2023,lgreatorexod
Santa Lucía,879,1/17/2023,wpavlasekoe,1/10/2023,sianninioe
Panalo-on,880,12/14/2022,pdelleof,4/6/2023,abenyanof
Lívingston,881,6/8/2023,kmallinarog,2/15/2023,mjanawayog
Clamart,882,9/25/2023,sfairbournoh,4/13/2023,cscotcheroh
Březová,883,3/19/2023,dhineroi,1/19/2023,mwylderoi
Balingcanaway,884,8/5/2023,ddingwalloj,5/26/2023,rtilliardoj
Likupang,885,8/7/2023,gdefraineok,5/10/2023,jlumberok
Trollhättan,886,12/10/2022,jscarfeol,10/18/2022,laubryol
Panan,887,6/18/2023,wclevelandom,8/4/2023,awasmerom
Waalwijk,888,10/13/2022,saingeron,10/12/2022,klevetton
New York City,889,11/27/2022,obourdiceoo,6/14/2023,sbixleyoo
Nakhon Sawan,890,3/26/2023,otickop,9/13/2023,lirvingop
Mogwase,891,2/17/2023,bbearhamoq,6/13/2023,theinekeoq
Jargalant,892,6/16/2023,vkerfordor,5/22/2023,egrimsdellor
Funabashi,893,10/1/2023,jcorteisos,2/3/2023,tburnhamos
Čair,894,2/8/2023,asacksot,8/30/2023,csheddenot
Cijapar,895,9/16/2023,cgudyerou,5/4/2023,gvashchenkoou
Tiassalé,896,7/6/2023,sbeerntov,3/26/2023,jbolsteridgeov
Kumlinge,897,7/18/2023,jlujanow,7/10/2023,cmillomow
Ytterby,898,8/15/2023,fmildenhallox,3/18/2023,nyandleox
Miami,899,11/19/2022,cmechioy,11/29/2022,cfryeroy
Villa Paula de Sarmiento,900,6/24/2023,bgregeroz,9/20/2023,mdagnalloz
Kasreman,901,11/28/2022,ecritzenp0,9/8/2023,hstotep0
Bang Mun Nak,902,3/19/2023,mdurstonp1,7/1/2023,rbreitp1
Colcabamba,903,12/1/2022,irottgersp2,12/3/2022,jpowlingp2
Zhuyang,904,2/24/2023,fmcpheep3,2/17/2023,bmagnerp3
Botucatu,905,8/17/2023,eeathornep4,8/21/2023,jhodginsp4
Täby,906,8/28/2023,tponsfordp5,7/9/2023,tpleassp5
Montinho,907,5/24/2023,zklimmekp6,4/17/2023,spinchbackp6
Huangtan,908,8/27/2023,zwalasikp7,11/20/2022,jmacwhirterp7
Karangmulya,909,5/19/2023,aeamp8,1/22/2023,dstpierrep8
Vannes,910,11/23/2022,mbalmep9,9/17/2023,nyulep9
Guantang,911,3/16/2023,epandyapa,6/16/2023,mdurninpa
Youxi,912,9/5/2023,landrzejpb,4/16/2023,njeayespb
Örebro,913,12/30/2022,aladlowpc,12/12/2022,cgearypc
Orléans,914,1/8/2023,gdiglinpd,6/7/2023,tjelphspd
Artashat,915,9/1/2023,apautardpe,7/29/2023,rquinnettepe
Odivelas,916,3/16/2023,asetchpf,3/28/2023,vwilcottpf
Jember,917,3/2/2023,pmedleypg,12/8/2022,mhughsonpg
Vassouras,918,8/27/2023,mjacobovitchph,12/1/2022,bmallochph
Pilluana,919,9/11/2023,bkeavepi,2/3/2023,zredholepi
Shishan,920,8/20/2023,lbockingpj,9/6/2023,gsansonpj
Bystrzyca,921,4/19/2023,zveljespk,8/6/2023,abroadistpk
Svrljig,922,10/8/2022,pliverockpl,5/29/2023,vcunniffepl
Nam Kliang,923,9/13/2023,srannaldpm,7/29/2023,mclubleypm
Manat,924,7/21/2023,cpetrpn,11/21/2022,baaronsonpn
Imbang,925,10/25/2022,aballendinepo,8/13/2023,klebandpo
Liangbing,926,8/14/2023,bmaccombepp,11/21/2022,mpratipp
Moscavide,927,5/8/2023,rparmanpq,3/19/2023,ccossinspq
Aqqan,928,3/12/2023,gsouthanpr,7/21/2023,pcrucittipr
Créteil,929,7/2/2023,mlemaryps,6/9/2023,fscurmanps
Chantilly,930,3/18/2023,jgiffkinspt,7/29/2023,rgreenawaypt
Chiriguaná,931,8/17/2023,nvanellipu,11/10/2022,jbeisleypu
Niutian,932,11/2/2022,cdillestonpv,3/25/2023,ystilliardpv
Dinggou,933,7/19/2023,jwoollandpw,6/7/2023,eballhampw
Mosjøen,934,5/31/2023,isavagepx,2/24/2023,awoolwardpx
Berlin,935,5/5/2023,jrewanpy,9/28/2023,edixseepy
Konibodom,936,2/6/2023,cshoutpz,12/24/2022,cbalduccipz
Guohe,937,2/1/2023,jluttyq0,5/15/2023,vblankleyq0
Logroño,938,8/30/2023,rcrownq1,12/24/2022,tjuryq1
Kiel,939,5/4/2023,jdelnevoq2,9/20/2023,lgrogerq2
Vestmannaeyjar,940,8/26/2023,dpeiroq3,5/26/2023,mcasselsq3
Renfengzhuang,941,9/11/2023,vlocknerq4,4/18/2023,rpythonq4
Massaranduba,942,1/16/2023,aosmondq5,1/9/2023,osambrookq5
Soroca,943,2/21/2023,egrzegorzewskiq6,11/17/2022,mdenersq6
Pekuncen,944,9/5/2023,msteckingsq7,2/5/2023,jstelljesq7
Huating,945,11/12/2022,tlohoarq8,8/26/2023,hmcmahonq8
Hongshan,946,5/25/2023,bchesnayq9,10/16/2022,mtaxq9
Plaisir,947,7/21/2023,bwhitwhamqa,2/10/2023,pmallionqa
Reutlingen,948,5/25/2023,fdolleqb,10/1/2023,ejanuszewiczqb
Topeka,949,6/11/2023,ltomovicqc,11/26/2022,gkopmanqc
Xingang,950,2/19/2023,wcorderoyqd,7/17/2023,scoronadoqd
Sabana Grande de Palenque,951,11/28/2022,rrebichonqe,6/16/2023,cwebbbowenqe
Manakara,952,10/9/2022,lchasneyqf,3/30/2023,rmeuseqf
Sanshui,953,8/31/2023,rrumminsqg,8/25/2023,bisaacqg
Sapele,954,8/11/2023,mbaudainqh,4/23/2023,mlardeurqh
Machang,955,9/7/2023,bscarrisbrickqi,9/21/2023,mmablesonqi
Siraway,956,9/11/2023,rpecheqj,6/11/2023,gdudneyqj
Angono,957,9/10/2023,jdovermannqk,4/13/2023,lwoollettqk
Kālābāgh,958,1/10/2023,ckitneyql,10/22/2022,cassanteql
Södertälje,959,11/21/2022,wfroschauerqm,1/27/2023,akillnerqm
Dvorichna,960,8/17/2023,ebeerqn,7/12/2023,eranbyqn
Popasna,961,9/6/2023,cnolinqo,8/16/2023,mhaycroftqo
Porkhov,962,8/27/2023,hgillbanksqp,10/30/2022,trevieqp
Magway,963,7/28/2023,ysherelqq,5/29/2023,ephelipsqq
Łubowo,964,6/15/2023,lmuffettqr,7/3/2023,sshackladyqr
Nurota Shahri,965,7/17/2023,kdawsonqs,2/8/2023,twhissonqs
Xin’an,966,8/3/2023,agutsellqt,9/24/2023,zbuddockqt
Khorol,967,6/2/2023,hbarnwallqu,12/18/2022,adegoequ
Tarogong,968,9/18/2023,lespinazoqv,5/27/2023,rsiselandqv
Chenyangzhai,969,10/11/2022,cslessorqw,2/27/2023,lziehmsqw
Fonte do Feto,970,7/5/2023,mbarrimqx,8/20/2023,ajuorioqx
Layu,971,3/5/2023,dportmanqy,6/12/2023,dvondrakqy
Hamburg,972,4/12/2023,sbrightyqz,12/29/2022,mbarrandqz
Yongxing,973,2/15/2023,nbourhillr0,1/9/2023,osheerr0
Caen,974,7/23/2023,nyukhninir1,7/23/2023,rlapthornr1
Planovskoye,975,7/18/2023,ekinnaner2,5/29/2023,gsilversonr2
Gongxi,976,8/2/2023,pferrareser3,4/12/2023,vphilotr3
Pipa,977,9/20/2023,jbarbourr4,4/10/2023,fstandonr4
Briceni,978,6/26/2023,ecorneljesr5,5/7/2023,pfellgater5
Pysznica,979,3/18/2023,clarbyr6,11/17/2022,kcisarr6
Ōmiya,980,3/17/2023,aknolesr7,4/27/2023,awattinghamr7
Kamyzyak,981,10/19/2022,lwannr8,5/28/2023,ctraherr8
Bururi,982,11/27/2022,btintor9,10/6/2022,bhawser9
Daruoyan,983,1/21/2023,llowerra,1/4/2023,ksaywardra
Tanahmerah,984,6/26/2023,mgwillimrb,6/20/2023,ppidwellrb
Washington,985,10/9/2022,dlabesrc,5/2/2023,kvellarc
Boa Esperança,986,5/30/2023,emckevinrd,5/29/2023,lslatefordrd
Kumlinge,987,3/4/2023,dtunderre,6/30/2023,asimenonre
Chengguan,988,4/12/2023,feadyrf,9/17/2023,tbrideauxrf
Campo Formoso,989,5/18/2023,laleshkovrg,7/29/2023,ltopingrg
Daxi,990,11/28/2022,ffluryrh,10/13/2022,dpresseyrh
Novokubansk,991,4/13/2023,rblandamereri,7/21/2023,rroseboroughri
Vänersborg,992,6/8/2023,cgilhouleyrj,5/25/2023,aricoaldrj
Prochowice,993,2/16/2023,lmenichinirk,11/8/2022,kcescork
Runting,994,10/1/2023,ababbidgerl,10/2/2022,lbasantrl
Rączna,995,5/21/2023,awoontonrm,9/30/2023,zstandishbrooksrm
Cabano,996,6/17/2023,droggersrn,12/23/2022,lsorleyrn
Kanungu,997,8/14/2023,tdanilishinro,11/29/2022,cnelesro
Puerto Asís,998,7/6/2023,aspencookrp,9/14/2023,lhuttleyrp
Kelburn,999,7/29/2023,fthackhamrq,2/16/2023,ccodlinrq
Okiot,1000,10/5/2022,bturevillerr,7/4/2023,msivewrightrr
